Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Developer,Titre FR,Titre EN,Console,Année,ESRB,IDBNF,description
Shooter,Square Enix,0.76,0.47,0.02,0.12,1.37,Eidos Montreal,Deus Ex: Human Revolution,Deus Ex: Human Revolution,XBox360,2011,Mature 17+,16569364,"Jeu de rôle ; jeu d'action. - Intitulé ""Deus ex. Human revolution"" en Europe et Amérique du Nord et ""Deus ex"" au Japon"
Shooter,THQ,0.08,0.06,0.0,0.02,0.15,Kuju Entertainment,"Warhammer 40,000: Fire Warrior","Warhammer 40,000: Fire Warrior",PS2,2003,Mature 17+,16996801,Jeu d'action
Shooter,THQ,0.09,0.03,0.0,0.0,0.12,Outrage Games,Red Faction II,Red Faction II,XBox,2002,Mature 17+,16630434,Jeu d'action
Shooter,THQ,0.18,0.16,0.01,0.04,0.39,Volition Inc.,Red Faction: Armageddon,Red Faction: Armageddon,XBox360,2011,Mature 17+,16630444,Jeu d'action
Shooter,THQ,0.2,0.15,0.03,0.07,0.45,Volition Inc.,Red Faction: Armageddon,Red Faction: Armageddon,PS3,2011,Mature 17+,16630444,Jeu d'action
Shooter,THQ,0.33,0.27,0.02,0.12,0.74,Volition Inc.,Red Faction: Guerrilla,Red Faction: Guerrilla,PS3,2009,Mature 17+,16630442,Jeu d'action
Shooter,THQ,0.48,0.29,0.01,0.09,0.87,Volition Inc.,Red Faction: Guerrilla,Red Faction: Guerrilla,XBox360,2009,Mature 17+,16630442,Jeu d'action
Shooter,THQ,0.49,0.78,0.0,0.23,1.5,Volition Inc.,Red Faction II,Red Faction II,PS2,2002,Mature 17+,16630434,Jeu d'action
Shooter,THQ,0.76,0.96,0.0,0.2,1.92,Volition Inc.,Red Faction,Red Faction,PS2,2001,Mature 17+,16630426,Jeu d'action
Shooter,Take-Two Interactive,0.08,0.13,0.0,0.04,0.25,2K Marin,The Bureau: XCOM Declassified,The Bureau: XCOM Declassified,PS3,2013,Mature 17+,16768699,Jeu de stratégie
Shooter,Take-Two Interactive,0.1,0.1,0.0,0.02,0.21,2K Marin,The Bureau: XCOM Declassified,The Bureau: XCOM Declassified,XBox360,2013,Mature 17+,16768699,Jeu de stratégie
Shooter,Take-Two Interactive,0.14,0.04,0.0,0.01,0.18,Destineer,Close Combat: First to Fight,Close Combat: First to Fight,XBox,2005,Teen,16952616,Jeu d'action
Shooter,Take-Two Interactive,0.14,0.13,0.0,0.05,0.32,Digital Extremes,The Darkness II,The Darkness II,PS3,2012,Mature 17+,16595568,Jeu d'action
Shooter,Take-Two Interactive,0.19,0.23,0.04,0.08,0.54,Yager,Spec Ops: The Line,Spec Ops: The Line,PS3,2012,Mature 17+,16644909,Jeu d'action
Shooter,Take-Two Interactive,0.2,0.33,0.0,0.13,0.66,Starbreeze,The Darkness,The Darkness,PS3,2007,Mature 17+,16595591,Jeu d'action. - Inspiré de la bande dessinée de Garth Ennis et Marc Silvestri
Shooter,Take-Two Interactive,0.21,0.17,0.0,0.04,0.42,Yager,Spec Ops: The Line,Spec Ops: The Line,XBox360,2012,Mature 17+,16644909,Jeu d'action
Shooter,Take-Two Interactive,0.24,0.11,0.0,0.03,0.39,Digital Extremes,The Darkness II,The Darkness II,XBox360,2012,Mature 17+,16595568,Jeu d'action
Shooter,Take-Two Interactive,0.26,0.21,0.05,0.1,0.61,2K Australia,Borderlands: The Pre-Sequel,Borderlands: The Pre-Sequel,PS3,2014,Mature 17+,16940342,Jeu d'action ; jeu de rôle
Shooter,Take-Two Interactive,0.33,0.31,0.0,0.12,0.76,"Gearbox Software, 3D Realms",Duke Nukem Forever,Duke Nukem Forever,PS3,2011,Mature 17+,16598827,Jeu d'action
Shooter,Take-Two Interactive,0.36,0.04,0.01,0.03,0.44,Starbreeze,The Darkness,The Darkness,XBox360,2007,Mature 17+,16595591,Jeu d'action. - Inspiré de la bande dessinée de Garth Ennis et Marc Silvestri
Shooter,Take-Two Interactive,0.46,0.19,0.01,0.07,0.72,2K Australia,Borderlands: The Pre-Sequel,Borderlands: The Pre-Sequel,XBox360,2014,Mature 17+,16940342,Jeu d'action ; jeu de rôle
Shooter,Take-Two Interactive,0.47,0.15,0.0,0.02,0.64,Remedy Entertainment,Max Payne 2: The Fall of Max Payne,Max Payne 2: The Fall of Max Payne,XBox,2003,Mature 17+,16627683,Jeu d'action
Shooter,Take-Two Interactive,0.52,0.25,0.0,0.07,0.83,"Gearbox Software, 3D Realms",Duke Nukem Forever,Duke Nukem Forever,XBox360,2011,Mature 17+,16598827,Jeu d'action
Shooter,Take-Two Interactive,0.59,0.89,0.06,0.3,1.85,Rockstar Studios,Max Payne 3,Max Payne 3,PS3,2012,Mature 17+,16627698,Jeu d'action
Shooter,Take-Two Interactive,0.65,0.51,0.0,0.17,1.34,Rockstar Vienna,Max Payne 2: The Fall of Max Payne,Max Payne 2: The Fall of Max Payne,PS2,2003,Mature 17+,16627683,Jeu d'action
Shooter,Take-Two Interactive,0.72,0.65,0.04,0.28,1.69,Irrational Games,BioShock Infinite,BioShock Infinite,PS3,2013,Mature 17+,16737887,Jeu d'action ; jeu d'aventure
Shooter,Take-Two Interactive,0.75,0.46,0.01,0.2,1.42,"Digital Extremes, 2K Marin",BioShock,BioShock,PS3,2007,Mature 17+,16659844,Jeu d'action
Shooter,Take-Two Interactive,0.85,0.46,0.02,0.22,1.54,2K Marin,BioShock 2,BioShock 2,PS3,2010,Mature 17+,16659845,Jeu d'action ; jeu d'aventure
Shooter,Take-Two Interactive,0.86,0.62,0.01,0.13,1.62,Rockstar Studios,Max Payne 3,Max Payne 3,XBox360,2012,Mature 17+,16627698,Jeu d'action
Shooter,Take-Two Interactive,0.98,0.19,0.0,0.05,1.22,neo Software,Max Payne,Max Payne,XBox,2001,Mature 17+,16627677,Jeu d'action
Shooter,Take-Two Interactive,1.05,0.72,0.1,0.35,2.23,Gearbox Software,Borderlands 2,Borderlands 2,PS3,2012,Mature 17+,16683227,Jeu d'action ; jeu de rôle
Shooter,Take-Two Interactive,1.22,0.54,0.02,0.16,1.93,Irrational Games,BioShock Infinite,BioShock Infinite,XBox360,2013,Mature 17+,16737887,Jeu d'action ; jeu d'aventure
Shooter,Take-Two Interactive,1.45,0.54,0.02,0.19,2.2,2K Marin,BioShock 2,BioShock 2,XBox360,2010,Mature 17+,16659845,Jeu d'action ; jeu d'aventure
Shooter,Take-Two Interactive,1.65,0.85,0.05,0.28,2.83,"Irrational Games, 2K Marin",BioShock,BioShock,XBox360,2007,Mature 17+,16659844,Jeu d'action
Shooter,Take-Two Interactive,1.89,0.88,0.04,0.25,3.05,Gearbox Software,Borderlands 2,Borderlands 2,XBox360,2012,Mature 17+,16683227,Jeu d'action ; jeu de rôle
Shooter,Take-Two Interactive,1.99,1.05,0.05,0.22,3.31,Rockstar Toronto,Max Payne,Max Payne,PS2,2001,Mature 17+,16627677,Jeu d'action
Shooter,Trion Worlds,0.19,0.1,0.0,0.06,0.35,Trion Worlds,Defiance,Defiance,PS3,2013,Mature 17+,16739297,Jeu d'action. - Inspiré de la série télévisée du même nom
Shooter,Trion Worlds,0.38,0.14,0.0,0.05,0.57,Trion Worlds,Defiance,Defiance,XBox360,2013,Mature 17+,16739297,Jeu d'action. - Inspiré de la série télévisée du même nom
Shooter,Ubisoft,0.06,0.01,0.0,0.01,0.08,Ubisoft Montreal,Far Cry Vengeance,Far Cry Vengeance,Wii,2006,Mature 17+,16649221,Jeu d'action
Shooter,Ubisoft,0.07,0.02,0.0,0.0,0.09,Rebellion,Sniper Elite,Sniper Elite,XBox,2005,Mature 17+,16667232,Jeu d'action
Shooter,Ubisoft,0.07,0.02,0.0,0.0,0.09,Rebellion,Sniper Elite,Sniper Elite,XBox,2005,Mature 17+,16667243,Premier épisode édité par MC2 France. Licence reprise par 505 games en 2012
Shooter,Ubisoft,0.09,0.1,0.0,0.04,0.22,Q Entertainment,Child of Eden,Child of Eden,PS3,2011,Everyone 10+,16575133,Jeu de rythme ; jeu d'action
Shooter,Ubisoft,0.1,0.07,0.0,0.02,0.19,Rebellion,Sniper Elite,Sniper Elite,PS2,2005,Mature 17+,16667232,Jeu d'action
Shooter,Ubisoft,0.1,0.07,0.0,0.02,0.19,Rebellion,Sniper Elite,Sniper Elite,PS2,2005,Mature 17+,16667243,Premier épisode édité par MC2 France. Licence reprise par 505 games en 2012
Shooter,Ubisoft,0.14,0.02,0.0,0.01,0.18,Techland,Call of Juarez,Call of Juarez,XBox360,2006,Mature 17+,16962528,Jeu d'action
Shooter,Ubisoft,0.16,0.08,0.0,0.01,0.25,Southend Interactive,XIII,XIII,XBox,2003,Mature 17+,16995959,"Jeu d'action. - Inspiré de la bande dessinée créée par W. Vance et J. Van Hamme, éditée par Dargaud Benelux"
Shooter,Ubisoft,0.28,0.12,0.0,0.04,0.44,Q Entertainment,Child of Eden,Child of Eden,XBox360,2011,Everyone 10+,16575133,Jeu de rythme ; jeu d'action
Shooter,Ubisoft,0.28,0.22,0.0,0.07,0.57,Ubisoft Paris,XIII,XIII,PS2,2003,Mature 17+,16995959,"Jeu d'action. - Inspiré de la bande dessinée créée par W. Vance et J. Van Hamme, éditée par Dargaud Benelux"
Shooter,Ubisoft,0.3,0.24,0.0,0.06,0.6,Techland,Call of Juarez: Bound in Blood,Call of Juarez: Bound in Blood,XBox360,2009,Mature 17+,16962534,Jeu d'action
Shooter,Ubisoft,0.3,0.24,0.0,0.06,0.6,Techland,Call of Juarez: Bound in Blood,Call of Juarez: Bound in Blood,XBox360,2009,Mature 17+,16962534,"Sortie en Europe et au Japon, juillet 2009"
Shooter,Ubisoft,0.34,0.68,0.08,0.19,1.29,Ubisoft Montreal,Far Cry 4,Far Cry 4,PS3,2014,Mature 17+,17095000,"A comme extensions ""Valley of the yetis"", ""Escape from Durgesh"", ""Overrun"", ""The serynge"" et ""Hurk deluxe pack"""
Shooter,Ubisoft,0.34,0.68,0.08,0.19,1.29,Ubisoft Montreal,Far Cry 4,Far Cry 4,PS3,2014,Mature 17+,17095000,Jeu d'action
Shooter,Ubisoft,0.35,0.37,0.01,0.15,0.88,Techland,Call of Juarez: Bound in Blood,Call of Juarez: Bound in Blood,PS3,2009,Mature 17+,16962534,Jeu d'action
Shooter,Ubisoft,0.35,0.37,0.01,0.15,0.88,Techland,Call of Juarez: Bound in Blood,Call of Juarez: Bound in Blood,PS3,2009,Mature 17+,16962534,"Sortie en Europe et au Japon, juillet 2009"
Shooter,Ubisoft,0.45,0.37,0.0,0.08,0.9,Ubisoft Montreal,Far Cry 4,Far Cry 4,XBox360,2014,Mature 17+,17095000,"A comme extensions ""Valley of the yetis"", ""Escape from Durgesh"", ""Overrun"", ""The serynge"" et ""Hurk deluxe pack"""
Shooter,Ubisoft,0.45,0.37,0.0,0.08,0.9,Ubisoft Montreal,Far Cry 4,Far Cry 4,XBox360,2014,Mature 17+,17095000,Jeu d'action
Shooter,Ubisoft,0.88,1.7,0.1,0.67,3.35,Ubisoft Montreal,Far Cry 3,Far Cry 3,PS3,2012,Mature 17+,16710572,Jeu d'action
Shooter,Ubisoft,1.38,1.32,0.02,0.28,3.0,Ubisoft Montreal,Far Cry 3,Far Cry 3,XBox360,2012,Mature 17+,16710572,Jeu d'action
Shooter,Unknown,0.17,0.0,0.0,0.02,0.18,Teyon,Heavy Fire: Afghanistan,Heavy Fire: Afghanistan,PS3,2011,Teen,17050557,Jeu d'action
Shooter,Unknown,0.17,0.0,0.0,0.02,0.18,Teyon,Heavy Fire: Afghanistan,Heavy Fire: Afghanistan,PS3,2011,Teen,17050557,"Mise à disposition en Europe sur plateforme de téléchargement (Steam), juillet 2014"
Simulation,Deep Silver,0.26,0.0,0.0,0.02,0.29,Crave,Purr Pals,Purr Pals,Wii,2007,Everyone,16653759,"Jeu de simulation de vie. - Intitulé ""Cats academy"" en France"
Simulation,Electronic Arts,0.35,0.02,0.0,0.03,0.4,Maxis,Spore Hero,Spore Hero,Wii,2009,Everyone 10+,16669843,Jeu d'action ; jeu de rôle
Simulation,Electronic Arts,0.36,0.02,0.04,0.04,0.46,Electronic Arts,SimCity Creator,SimCity Creator,Wii,2008,Everyone,16600477,Jeu de gestion
Simulation,From Software,0.0,0.0,0.12,0.0,0.12,From Software,Armored Core: Verdict Day,Armored Core: Verdict Day,PS3,2013,Teen,16777505,Jeu d'action
Simulation,Indie Games,0.06,0.05,0.14,0.02,0.26,From Software,Armored Core: Nexus,Armored Core: Nexus,PS2,2004,Teen,16625288,Jeu d'action
Simulation,Konami Digital Entertainment,0.05,0.01,0.0,0.0,0.07,Blue Tongue Entertainment,Jurassic Park: Operation Genesis,Jurassic Park: Operation Genesis,XBox,2003,Teen,16920527,"Jeu de gestion. - Inspiré des romans et films de la série ""Jurassic Park"""
Simulation,Konami Digital Entertainment,0.1,0.08,0.02,0.03,0.23,Gaijin Entertainment,Birds of Steel,Birds of Steel,PS3,2012,Teen,16679391,Jeu de simulation
Simulation,Konami Digital Entertainment,0.11,0.03,0.0,0.01,0.15,Gaijin Entertainment,Birds of Steel,Birds of Steel,XBox360,2012,Teen,16679391,Jeu de simulation
Simulation,Konami Digital Entertainment,0.13,0.1,0.0,0.03,0.27,Blue Tongue Entertainment,Jurassic Park: Operation Genesis,Jurassic Park: Operation Genesis,PS2,2003,Teen,16920527,"Jeu de gestion. - Inspiré des romans et films de la série ""Jurassic Park"""
Simulation,Konami Digital Entertainment,0.42,0.22,0.0,0.06,0.7,Kalypso,Omerta – City of Gangsters,Omerta – City of Gangsters,XBox360,2013,Teen,16728859,Jeu de gestion ; jeu de stratégie
Simulation,Microsoft Game Studios,0.45,0.95,0.02,0.2,1.62,Rare Ltd.,Viva Piñata,Viva Piñata,XBox360,2006,Everyone,16740900,"Jeu de simulation de vie. - Inspiré de la série télévisée ""Viva piñata"""
Simulation,Microsoft Game Studios,1.02,0.46,0.0,0.13,1.62,Frontier Developments,Kinectimals,Kinectimals,XBox360,2010,Everyone,16584968,"Jeu de simulation. - Intitulé ""Kinectimals"" en Amérique du Nord et en Europe et ""Kinect animals"" au Japon. - Une deuxième édition intitulée ""Kinectimals : now with bears !"" est sortie en novembre 2011"
Simulation,Namco Bandai Games,0.09,0.04,0.24,0.02,0.39,From Software,Armored Core V,Armored Core V,PS3,2012,Teen,16618939,Jeu d'action
Simulation,Namco Bandai Games,0.13,0.03,0.04,0.01,0.21,From Software,Armored Core V,Armored Core V,XBox360,2012,Teen,16618939,Jeu d'action
Simulation,Ubisoft,0.28,0.22,0.23,0.07,0.79,From Software,Armored Core 2,Armored Core 2,PS2,2000,Teen,16625196,Jeu d'action
Simulation,bitComposer Games,0.06,0.02,0.0,0.01,0.08,Games Farm,Air Conflicts: Secret Wars,Air Conflicts: Secret Wars,XBox360,2011,Teen,16667362,Jeu de pilotage ; jeu d'action
Simulation,bitComposer Games,0.1,0.06,0.0,0.03,0.19,Games Farm,Air Conflicts: Secret Wars,Air Conflicts: Secret Wars,PS3,2011,Teen,16667362,Jeu de pilotage ; jeu d'action
Sports,Acclaim Entertainment,0.1,0.03,0.0,0.0,0.14,Acclaim,NBA Jam,NBA Jam,XBox,2003,Everyone,17077050,Jeu de simulation sportive. - NBA = National basketball association
Sports,Activision,0.05,0.0,0.0,0.01,0.06,Robomodo,Tony Hawk's Pro Skater 5,Tony Hawk's Pro Skater 5,PS3,2015,Teen,17035674,Jeu de simulation sportive
Sports,Activision,0.06,0.0,0.0,0.01,0.07,Robomodo,Tony Hawk's Pro Skater 5,Tony Hawk's Pro Skater 5,XBox360,2015,Teen,17035674,Jeu de simulation sportive
Sports,Activision,0.26,0.04,0.0,0.03,0.33,Activision,Cabela's Dangerous Hunts 2011,Cabela's Dangerous Hunts 2011,PS3,2010,Teen,16653847,Jeu d'action
Sports,Activision,0.28,0.01,0.0,0.02,0.32,Activision,Cabela's Dangerous Hunts 2011,Cabela's Dangerous Hunts 2011,XBox360,2010,Teen,16653847,Jeu d'action
Sports,Activision,0.34,0.18,0.0,0.02,0.55,Neversoft Entertainment,Tony Hawk's Pro Skater 3,Tony Hawk's Pro Skater 3,XBox,2001,Teen,17036059,Jeu de simulation sportive
Sports,Activision,0.52,0.02,0.0,0.04,0.57,Activision,Cabela's Dangerous Hunts 2011,Cabela's Dangerous Hunts 2011,Wii,2010,Teen,16653847,Jeu d'action
Sports,Activision,0.59,0.3,0.0,0.04,0.93,Neversoft Entertainment,Tony Hawk's Pro Skater 4,Tony Hawk's Pro Skater 4,XBox,2002,Teen,17036079,Jeu de simulation sportive
Sports,Activision,2.13,1.18,0.01,0.35,3.67,Neversoft Entertainment,Tony Hawk's Pro Skater 4,Tony Hawk's Pro Skater 4,PS2,2002,Teen,17036079,Jeu de simulation sportive
Sports,Activision,2.66,1.29,0.01,0.46,4.41,Neversoft Entertainment,Tony Hawk's Pro Skater 3,Tony Hawk's Pro Skater 3,PS2,2001,Teen,17036059,Jeu de simulation sportive
Sports,Electronic Arts,0.0,0.01,0.0,0.0,0.01,EA Tiburon,Madden NFL 13,Madden NFL 13,PS3,2012,Everyone,16661137,Jeu de simulation sportive
Sports,Electronic Arts,0.02,0.01,0.0,0.0,0.03,EA Sports,NHL 07,NHL 07,XBox,2006,Everyone 10+,17058756,Jeu de simulation sportive
Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.06,EA Sports,NBA Live 07,NBA Live 07,XBox,2006,Everyone,17004307,Jeu de simulation sportive
Sports,Electronic Arts,0.06,0.02,0.0,0.0,0.08,EA Canada,FIFA Street 2,FIFA Street 2,XBox,2006,Everyone,16592040,Jeu de simulation sportive
Sports,Electronic Arts,0.07,0.06,0.0,0.02,0.15,EA Canada,NHL 09,NHL 09,PS2,2008,Everyone 10+,17058777,Jeu de simulation sportive
Sports,Electronic Arts,0.08,0.02,0.0,0.0,0.1,EA Canada,FIFA Street,FIFA Street,XBox,2005,Everyone,16592038,Jeu de simulation sportive
Sports,Electronic Arts,0.08,0.18,0.0,0.06,0.32,EA Canada,FIFA Street 3,FIFA Street 3,PS3,2008,Everyone,16592041,Jeu de simulation sportive
Sports,Electronic Arts,0.12,0.03,0.0,0.01,0.16,EA Sports,NHL 2005,NHL 2005,XBox,2004,Everyone,17058975,Jeu de simulation sportive
Sports,Electronic Arts,0.12,0.89,0.0,0.23,1.23,EA Sports,FIFA Street,FIFA Street,PS3,2012,Everyone,16607654,Jeu de simulation sportive
Sports,Electronic Arts,0.13,0.04,0.0,0.01,0.18,EA Black Box,NHL 2004,NHL 2004,XBox,2003,Everyone,17058969,Jeu de simulation sportive
Sports,Electronic Arts,0.13,0.04,0.0,0.01,0.18,EA Tiburon,Madden NFL 09,Madden NFL 09,XBox,2008,Everyone,17057513,Jeu de simulation sportive
Sports,Electronic Arts,0.13,0.05,0.0,0.01,0.19,EA Redwood Shores,Tiger Woods PGA Tour 07,Tiger Woods PGA Tour 07,XBox,2006,Everyone,16609712,Jeu de simulation sportive
Sports,Electronic Arts,0.14,0.0,0.0,0.01,0.16,EA Canada,NBA Live 08,NBA Live 08,Wii,2007,Everyone,17004354,Jeu de simulation sportive
Sports,Electronic Arts,0.14,0.14,0.0,0.03,0.32,EA Canada,FIFA Street 3,FIFA Street 3,XBox360,2008,Everyone,16592041,Jeu de simulation sportive
Sports,Electronic Arts,0.15,0.04,0.0,0.01,0.21,EA Sports,NHL 2003,NHL 2003,XBox,2002,Everyone,17058934,Jeu de simulation sportive
Sports,Electronic Arts,0.15,0.12,0.0,0.04,0.31,EA Canada,FIFA Street,FIFA Street,PS2,2005,Everyone,16592038,Jeu de simulation sportive
Sports,Electronic Arts,0.16,0.0,0.0,0.21,0.37,EA Tiburon,Tiger Woods PGA Tour 09,Tiger Woods PGA Tour 09,PS2,2008,Everyone,16609235,"Jeu de simulation sportive. - Intitulé ""Tiger Woods PGA tour 09 all-play"" sur Wii"
Sports,Electronic Arts,0.16,0.14,0.0,0.07,0.37,EA Tiburon,Tiger Woods PGA Tour 14,Tiger Woods PGA Tour 14,PS3,2013,Everyone,17060313,Jeu de simulation sportive
Sports,Electronic Arts,0.17,0.13,0.02,0.04,0.37,EA Canada,FIFA Street 2,FIFA Street 2,PS2,2006,Everyone,16592040,Jeu de simulation sportive
Sports,Electronic Arts,0.17,0.62,0.0,0.1,0.89,EA Sports,FIFA Street,FIFA Street,XBox360,2012,Everyone,16607654,Jeu de simulation sportive
Sports,Electronic Arts,0.19,0.05,0.0,0.01,0.25,EA Canada,NHL 06,NHL 06,XBox,2005,Everyone 10+,17058734,Jeu de simulation sportive
Sports,Electronic Arts,0.19,0.15,0.0,0.05,0.39,EA Salt Lake,Tiger Woods PGA Tour 08,Tiger Woods PGA Tour 08,PS2,2007,Everyone,16609690,Jeu de simulation sportive
Sports,Electronic Arts,0.2,0.06,0.0,0.01,0.27,EA Sports,NHL 2002,NHL 2002,XBox,2001,Everyone,17058913,Jeu de simulation sportive
Sports,Electronic Arts,0.21,0.12,0.0,0.03,0.35,EA Tiburon,Tiger Woods PGA Tour 14,Tiger Woods PGA Tour 14,XBox360,2013,Everyone,17060313,Jeu de simulation sportive
Sports,Electronic Arts,0.22,0.12,0.0,0.06,0.39,EA Canada,NBA Jam,NBA Jam,PS3,2010,Everyone,17077061,Jeu de simulation sportive. - NBA = National basketball association
Sports,Electronic Arts,0.22,0.17,0.0,0.06,0.45,EA Sports,NHL 2005,NHL 2005,PS2,2004,Everyone,17058975,Jeu de simulation sportive
Sports,Electronic Arts,0.22,0.37,0.0,0.14,0.73,EA Salt Lake,Tiger Woods PGA Tour 08,Tiger Woods PGA Tour 08,PS3,2007,Everyone,16609690,Jeu de simulation sportive
Sports,Electronic Arts,0.23,0.25,0.0,0.06,0.54,EA Sports,Tiger Woods PGA Tour 11,Tiger Woods PGA Tour 11,Wii,2010,Everyone,16609199,Jeu de simulation sportive
Sports,Electronic Arts,0.24,0.21,0.0,0.08,0.54,Electronic Arts,Tiger Woods PGA Tour 13,Tiger Woods PGA Tour 13,PS3,2012,Everyone,16607916,Jeu de simulation sportive
Sports,Electronic Arts,0.25,0.0,0.0,0.02,0.27,EA Sports,NHL 07,NHL 07,XBox360,2006,Everyone 10+,17058756,Jeu de simulation sportive
Sports,Electronic Arts,0.27,0.0,0.0,0.02,0.29,EA Canada,NBA Live 06,NBA Live 06,XBox360,2005,Everyone,17004281,Jeu de simulation sportive
Sports,Electronic Arts,0.27,0.09,0.0,0.03,0.39,EA Canada,NBA Jam,NBA Jam,XBox360,2010,Everyone,17077061,Jeu de simulation sportive. - NBA = National basketball association
Sports,Electronic Arts,0.28,0.0,0.0,0.02,0.31,EA Sports,Tiger Woods PGA Tour 06,Tiger Woods PGA Tour 06,XBox360,2005,Everyone,16741077,Jeu de simulation sportive
Sports,Electronic Arts,0.28,0.17,0.0,0.09,0.54,Electronic Arts,NHL 14,NHL 14,PS3,2013,Everyone 10+,17058665,Jeu de simulation sportive
Sports,Electronic Arts,0.28,0.19,0.0,0.05,0.52,EA Sports,Tiger Woods PGA Tour 11,Tiger Woods PGA Tour 11,XBox360,2010,Everyone,16609199,Jeu de simulation sportive
Sports,Electronic Arts,0.29,0.02,0.0,0.03,0.33,EA Canada,NHL 09,NHL 09,PS3,2008,Everyone 10+,17058777,Jeu de simulation sportive
Sports,Electronic Arts,0.29,0.18,0.0,0.04,0.51,Electronic Arts,Tiger Woods PGA Tour 13,Tiger Woods PGA Tour 13,XBox360,2012,Everyone,16607916,Jeu de simulation sportive
Sports,Electronic Arts,0.31,0.12,0.0,0.07,0.5,EA Redwood Shores,Tiger Woods PGA Tour 07,Tiger Woods PGA Tour 07,PS3,2006,Everyone,16609712,Jeu de simulation sportive
Sports,Electronic Arts,0.32,0.01,0.01,0.05,0.39,EA Canada,NBA Live 09,NBA Live 09,PS2,2008,Everyone,17004363,Jeu de simulation sportive
Sports,Electronic Arts,0.32,0.01,0.01,0.05,0.39,EA Canada,NBA Live 09,NBA Live 09,PS2,2008,Everyone,17004363,Sortie en Europe et au Japon le même mois
Sports,Electronic Arts,0.33,0.21,0.0,0.09,0.64,Electronic Arts,NHL 13,NHL 13,PS3,2012,Everyone 10+,16665931,Jeu de simulation sportive
Sports,Electronic Arts,0.34,0.22,0.0,0.1,0.65,EA Tiburon,Tiger Woods PGA Tour 09,Tiger Woods PGA Tour 09,PS3,2008,Everyone,16609235,"Jeu de simulation sportive. - Intitulé ""Tiger Woods PGA tour 09 all-play"" sur Wii"
Sports,Electronic Arts,0.35,0.03,0.0,0.02,0.4,Electronic Arts,NBA Live 2002,NBA Live 2002,XBox,2001,Everyone,17004010,Jeu de simulation sportive
Sports,Electronic Arts,0.35,0.08,0.0,0.01,0.44,EA Sports,Tiger Woods PGA Tour 2003,Tiger Woods PGA Tour 2003,XBox,2002,Everyone,16741163,Jeu de simulation sportive
Sports,Electronic Arts,0.35,0.11,0.0,0.02,0.48,EA Sports,Tiger Woods PGA Tour 06,Tiger Woods PGA Tour 06,XBox,2005,Everyone,16741077,Jeu de simulation sportive
Sports,Electronic Arts,0.35,0.23,0.0,0.07,0.65,EA Tiburon,Tiger Woods PGA Tour 09,Tiger Woods PGA Tour 09,XBox360,2008,Everyone,16609235,"Jeu de simulation sportive. - Intitulé ""Tiger Woods PGA tour 09 all-play"" sur Wii"
Sports,Electronic Arts,0.35,0.41,0.02,0.14,0.91,EA Canada,SSX,SSX,PS3,2012,Everyone,16608714,Jeu de simulation sportive
Sports,Electronic Arts,0.36,0.02,0.0,0.02,0.4,EA Canada,NBA Jam,NBA Jam,Wii,2010,Everyone,17077061,Jeu de simulation sportive. - NBA = National basketball association
Sports,Electronic Arts,0.36,0.15,0.0,0.07,0.58,Electronic Arts,NHL 12,NHL 12,PS3,2011,Everyone 10+,17058806,Jeu de simulation sportive
Sports,Electronic Arts,0.37,0.33,0.0,0.13,0.83,EA Sports,Tiger Woods PGA Tour 11,Tiger Woods PGA Tour 11,PS3,2010,Everyone,16609199,Jeu de simulation sportive
Sports,Electronic Arts,0.38,0.12,0.0,0.07,0.57,EA Canada,NHL 10,NHL 10,PS3,2009,Everyone 10+,17058795,Jeu de simulation sportive
Sports,Electronic Arts,0.38,0.26,0.0,0.06,0.7,EA Canada,SSX,SSX,XBox360,2012,Everyone,16608714,Jeu de simulation sportive
Sports,Electronic Arts,0.4,0.02,0.0,0.03,0.45,EA Canada,NBA Live 10,NBA Live 10,XBox360,2009,Everyone,17004371,Jeu de simulation sportive
Sports,Electronic Arts,0.4,0.09,0.0,0.05,0.54,Electronic Arts,NHL 14,NHL 14,XBox360,2013,Everyone 10+,17058665,Jeu de simulation sportive
Sports,Electronic Arts,0.4,0.12,0.0,0.07,0.59,Electronic Arts,NHL 11,NHL 11,PS3,2010,Everyone 10+,17058802,Jeu de simulation sportive
Sports,Electronic Arts,0.41,0.0,0.0,0.03,0.44,EA Tiburon,Madden NFL 12,Madden NFL 12,Wii,2011,Everyone,17057523,Jeu de simulation sportive
Sports,Electronic Arts,0.42,0.0,0.0,0.04,0.46,EA Sports,NBA Live 07,NBA Live 07,XBox360,2006,Everyone,17004307,Jeu de simulation sportive
Sports,Electronic Arts,0.42,0.02,0.0,0.07,0.51,EA Sports,NHL 07,NHL 07,PS2,2006,Everyone 10+,17058756,Jeu de simulation sportive
Sports,Electronic Arts,0.44,0.0,0.0,0.04,0.48,EA Redwood Shores,Tiger Woods PGA Tour 07,Tiger Woods PGA Tour 07,XBox360,2006,Everyone,16609712,Jeu de simulation sportive
Sports,Electronic Arts,0.44,0.04,0.0,0.02,0.51,EA Sports,NBA Live 2004,NBA Live 2004,XBox,2003,Everyone,17004066,Jeu de simulation sportive
